Descrição,Valor,Criação,Tipo,Identificação,Valor Gasto,Valor Recebido,📊 Mês
"RSCSS-SUPERMERCAD-31/01 -42,56",-42.56,"January 31, 2024",saída,supermercado,-42.56,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-SUPERMERCAD-30/01 -53,01",-53.01,"January 30, 2024",saída,supermercado,-53.01,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS DROGARIA POU2901 -29,06",-29.06,"January 29, 2024",saída,outros,-29.06,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-SUPERMERCAD-28/01 -106,95",-106.95,"January 29, 2024",saída,supermercado,-106.95,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PADARIA DO -27/01 -25,30",-25.3,"January 29, 2024",saída,lanche,-25.3,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PIZZARIA E -25/01 -30,00",-30,"January 25, 2024",saída,lanche,-30,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"PIX QRS ESCRITORIO 25/01 -185,00",-185,"January 25, 2024",saída,outros,-185,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"REND PAGO APLIC AUT MAIS 0,01",0.01,"January 25, 2024",entrada,rendimento,0,0.01,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS SUPERMERCADO2401 -51,27",-51.27,"January 24, 2024",saída,supermercado,-51.27,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PAG*MASENDE-24/01 -24,00",-24,"January 24, 2024",saída,supermercado,-24,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"PIX TRANSF DATA GU24/01 1.088,80",1088.8,"January 24, 2024",entrada,outros,0,1088.8,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCCS SUPERMERCADO2201 -219,59",-219.59,"January 22, 2024",saída,supermercado,-219.59,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-SUPERMERCAD-22/01 -31,98",-31.98,"January 22, 2024",saída,supermercado,-31.98,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PADARIA DO -22/01 -12,68",-12.68,"January 22, 2024",saída,lanche,-12.68,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"PIX QRS MICHELE HER20/01 -89,60",-89.6,"January 22, 2024",saída,compras,-89.6,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"PIX QRS KABUM COMER20/01 -35,13",-35.13,"January 22, 2024",saída,compras,-35.13,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PADARIA DO -20/01 -19,30",-19.3,"January 22, 2024",saída,lanche,-19.3,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-ELDORADO DI-20/01 -24,75",-24.75,"January 22, 2024",saída,supermercado,-24.75,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"REND PAGO APLIC AUT MAIS 0,03",0.03,"January 22, 2024",entrada,rendimento,0,0.03,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-MERCEARIA S-19/01 -70,86",-70.86,"January 19, 2024",saída,supermercado,-70.86,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-SUPERMERCAD-18/01 -73,80",-73.8,"January 18, 2024",saída,supermercado,-73.8,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-SUPERMERCAD-18/01 -108,10",-108.1,"January 18, 2024",saída,supermercado,-108.1,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"REND PAGO APLIC AUT MAIS 0,01",0.01,"January 18, 2024",entrada,rendimento,0,0.01,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"PIX QRS KABUM COMER17/01 -125,80",-125.8,"January 17, 2024",saída,compras,-125.8,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"PIX TRANSF Pollyan16/01 -300,00",-300,"January 16, 2024",saída,educação,-300,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"PIX QRS GRUPO PRATI16/01 -40,00",-40,"January 16, 2024",saída,outros,-40,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"REND PAGO APLIC AUT MAIS 0,01",0.01,"January 16, 2024",entrada,rendimento,0,0.01,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PIZZARIA E -14/01 -45,00",-45,"January 15, 2024",saída,lanche,-45,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"INT VIVO-MG 460588719240 -57,00",-57,"January 15, 2024",saída,contas,-57,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"INT CEMIG DISTRIBUICA 02 -149,20",-149.2,"January 15, 2024",saída,contas,-149.2,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"PIX TRANSF Guilher14/01 -16,60",-16.6,"January 15, 2024",saída,outros,-16.6,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-MERCEARIA S-13/01 -73,00",-73,"January 15, 2024",saída,supermercado,-73,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"MOBILE PAG TIT BANCO 001 -99,99",-99.99,"January 15, 2024",saída,contas,-99.99,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"INT COPASA 0124017906931 -75,70",-75.7,"January 15, 2024",saída,contas,-75.7,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"REND PAGO APLIC AUT MAIS 0,02",0.02,"January 15, 2024",entrada,rendimento,0,0.02,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-SUPERMERCAD-12/01 -63,09",-63.09,"January 12, 2024",saída,supermercado,-63.09,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PAG*VIACAOS-11/01 -92,25",-92.25,"January 11, 2024",saída,outros,-92.25,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-SUPERMERCAD-11/01 -26,48",-26.48,"January 11, 2024",saída,supermercado,-26.48,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-FEIRA DO MA-10/01 -8,65",-8.65,"January 10, 2024",saída,supermercado,-8.65,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-MERCEARIA S-09/01 -61,00",-61,"January 9, 2024",saída,supermercado,-61,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"MOBILE PAG TIT BANCO 260 -1.957,29",-1957.29,"January 9, 2024",saída,cartão de crédito,-1957.29,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"REND PAGO APLIC AUT MAIS 10,40",10.4,"January 9, 2024",entrada,rendimento,0,10.4,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-SUPERMERCAD-08/01 -31,60",-31.6,"January 8, 2024",saída,supermercado,-31.6,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-MP *LADEIRA-06/01 -10,00",-10,"January 8, 2024",saída,lanche,-10,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PIZZARIA E -06/01 -34,00",-34,"January 8, 2024",saída,lanche,-34,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-MP *LADEIRA-06/01 -33,00",-33,"January 8, 2024",saída,lanche,-33,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PAG*MERCADO-07/01 -69,40",-69.4,"January 8, 2024",saída,supermercado,-69.4,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PADARIA DO -06/01 -17,64",-17.64,"January 8, 2024",saída,lanche,-17.64,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"REND PAGO APLIC AUT MAIS 3,61",3.61,"January 8, 2024",entrada,rendimento,0,3.61,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-MP *LADEIRA-05/01 -25,00",-25,"January 5, 2024",saída,lanche,-25,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"REND PAGO APLIC AUT MAIS 0,51",0.51,"January 5, 2024",entrada,rendimento,0,0.51,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-SUPERMERCAD-04/01 -133,16",-133.16,"January 4, 2024",saída,supermercado,-133.16,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-LOJA PONTO -04/01 -44,60",-44.6,"January 4, 2024",saída,outros,-44.6,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-SUP LAGOA -04/01 -49,90",-49.9,"January 4, 2024",saída,supermercado,-49.9,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"TED 140.0001.BRUNO B D C 3.500,00",3500,"January 4, 2024",entrada,rendimento,0,3500,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-SUPERMERCAD-03/01 -95,36",-95.36,"January 3, 2024",saída,supermercado,-95.36,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-SUPERMERCAD-03/01 -21,85",-21.85,"January 3, 2024",saída,supermercado,-21.85,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"REND PAGO APLIC AUT MAIS 2,36",2.36,"January 3, 2024",entrada,rendimento,0,2.36,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PAG*ARTURHE-01/01 -69,00",-69,"January 2, 2024",saída,outros,-69,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PIZZARIA E -02/01 -34,00",-34,"January 2, 2024",saída,lanche,-34,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PAG*BECOMIN-31/12 -38,00",-38,"January 2, 2024",saída,almoço,-38,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"PIX TRANSF Annalyn01/01 -10,00",-10,"January 2, 2024",saída,lanche,-10,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-MP *COZINHA-01/01 -28,00",-28,"January 2, 2024",saída,lanche,-28,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PAG*ARIANEC-01/01 -46,40",-46.4,"January 2, 2024",saída,supermercado,-46.4,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"PIX QRS RICARDO LAR01/01 -20,00",-20,"January 2, 2024",saída,supermercado,-20,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PADARIA DO -02/01 -8,85",-8.85,"January 2, 2024",saída,lanche,-8.85,0,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"REND PAGO APLIC AUT MAIS 5,08",5.08,"January 2, 2024",entrada,rendimento,0,5.08,Janeiro 2024 (https://www.notion.so/Janeiro-2024-0bdafbaa3d134397923728526491c8ac?pvs=21)
"RSCSS-PADARIA DO -29/12 -48,00",-48,"December 29, 2023",saída,lanche,-48,0,
"RSCSS-SUPERMERCAD-28/12 -13,47",-13.47,"December 28, 2023",saída,supermercado,-13.47,0,
"RSCSS-MERCEARIA S-28/12 -42,25",-42.25,"December 28, 2023",saída,supermercado,-42.25,0,
"REND PAGO APLIC AUT MAIS 1,10",1.1,"December 28, 2023",entrada,rendimento,0,1.1,
"RSCSS-SUP LAGOA -27/12 -6,99",-6.99,"December 27, 2023",saída,supermercado,-6.99,0,
"RSCSS-SUP LAGOA -27/12 -36,39",-36.39,"December 27, 2023",saída,supermercado,-36.39,0,
"PIX TRANSF Pollyan27/12 -225,00",-225,"December 27, 2023",saída,educação,-225,0,
"RSCSS-PAG*Adevald-27/12 -17,00",-17,"December 27, 2023",saída,lanche,-17,0,
"REND PAGO APLIC AUT MAIS 5,62",5.62,"December 27, 2023",entrada,rendimento,0,5.62,
"RSCSS-POSTO LAGOA-23/12 -95,00",-95,"December 26, 2023",saída,lazer,-95,0,
"INT COPASA 0123772284721 -53,64",-53.64,"December 26, 2023",saída,contas,-53.64,0,
"RSCSS-ELDORADO DI-24/12 -42,50",-42.5,"December 26, 2023",saída,supermercado,-42.5,0,
"PIX TRANSF Izabel 23/12 -400,00",-400,"December 26, 2023",saída,outros,-400,0,
"PIX TRANSF CHRISTI26/12 -200,00",-200,"December 26, 2023",saída,outros,-200,0,
"MOBILEPAG TIT BANCO 001 -103,62",-103.62,"December 26, 2023",saída,contas,-103.62,0,
"RSCSS-MP LADEIRA-23/12 -28,00",-28,"December 26, 2023",saída,almoço,-28,0,
"RSCSS-SUPERMERCAD-23/12 -69,40",-69.4,"December 26, 2023",saída,supermercado,-69.4,0,
"INT CEMIG DISTRIBUICA 02 -133,22",-133.22,"December 26, 2023",saída,contas,-133.22,0,
"RSCSS-MP *LADEIRA-24/12 -14,00",-14,"December 26, 2023",saída,almoço,-14,0,
"RSCSS-SUPERMERCAD-24/12 -80,66",-80.66,"December 26, 2023",saída,supermercado,-80.66,0,
"RSCSS-SUPERMERCAD-23/12 -106,13",-106.13,"December 26, 2023",saída,supermercado,-106.13,0,
"REND PAGO APLIC AUT MAIS 25,98",25.98,"December 26, 2023",entrada,rendimento,0,25.98,
"RSCSS-SUPERMERCAD-22/12 -36,33",-36.33,"December 22, 2023",saída,supermercado,-36.33,0,
"REND PAGO APLIC AUT MAIS 0,71",0.71,"December 22, 2023",entrada,rendimento,0,0.71,
"RSCSS-SUPERMERCAD-21/12 -168,92",-168.92,"December 21, 2023",saída,supermercado,-168.92,0,
"PIX QRS Contabilize21/12 -179,00",-179,"December 21, 2023",saída,outros,-179,0,
"RSCSS-MP *LADEIRA-21/12 -14,00",-14,"December 21, 2023",saída,almoço,-14,0,
"RSCSS-PADARIA DO -21/12 -17,58",-17.58,"December 21, 2023",saída,lanche,-17.58,0,
"REND PAGO APLIC AUT MAIS 7,36",7.36,"December 21, 2023",entrada,rendimento,0,7.36,
"RSCSS-MERCEARIA S-20/12 -45,20",-45.2,"December 20, 2023",saída,supermercado,-45.2,0,
"REND PAGO APLIC AUT MAIS 0,87",0.87,"December 20, 2023",entrada,rendimento,0,0.87,
"RSCSS-SUPERMERCAD-19/12 -50,51",-50.51,"December 19, 2023",saída,supermercado,-50.51,0,
"REND PAGO APLIC AUT MAIS 0,97",0.97,"December 19, 2023",entrada,rendimento,0,0.97,
"PIX QRS KABUM COMER17/12 -335,27",-335.27,"December 18, 2023",saída,outros,-335.27,0,
"RSCSS-PIZZARIA E -17/12 -34,00",-34,"December 18, 2023",saída,lanche,-34,0,
"RSCSS-SUPERMERCAD-18/12 -28,61",-28.61,"December 18, 2023",saída,supermercado,-28.61,0,
"RSCSS-PIZZARIA E -16/12 -34,00",-34,"December 18, 2023",saída,lanche,-34,0,
"RSCSS-SUPERMERCAD-16/12 -48,05",-48.05,"December 18, 2023",saída,supermercado,-48.05,0,
"REND PAGO APLIC AUT MAIS 9,16",9.16,"December 18, 2023",entrada,rendimento,0,9.16,
"RSCSS-PIZZARIA E -15/12 -48,00",-48,"December 15, 2023",saída,lanche,-48,0,
"REND PAGO APLIC AUT MAIS 0,91",0.91,"December 15, 2023",entrada,rendimento,0,0.91,
"RSCSS-SUPERMERCAD-14/12 -21,30",-21.3,"December 14, 2023",saída,supermercado,-21.3,0,
"RSCSS-SUPERMERCAD-14/12 -55,50",-55.5,"December 14, 2023",saída,supermercado,-55.5,0,
"REND PAGO APLIC AUT MAIS 1,45",1.45,"December 14, 2023",entrada,rendimento,0,1.45,
"RSCSS-SUPERMERCAD-13/12 -21,64",-21.64,"December 13, 2023",saída,supermercado,-21.64,0,
"REND PAGO APLIC AUT MAIS 0,40",0.4,"December 13, 2023",entrada,rendimento,0,0.4,
"RSCSS-NOVA ERA AG-12/12 -35,30",-35.3,"December 12, 2023",saída,supermercado,-35.3,0,
"RSCSS-PADARIA DO -12/12 -17,00",-17,"December 12, 2023",saída,lanche,-17,0,
"RSCSS-SUP LAGOA -12/12 -44,60",-44.6,"December 12, 2023",saída,supermercado,-44.6,0,
"REND PAGO APLIC AUT MAIS 1,80",1.8,"December 12, 2023",entrada,rendimento,0,1.8,
"RSCSS-PAG*BotecoE-10/12 -40,00",-40,"December 11, 2023",saída,lazer,-40,0,
"MOBILEPAG TIT BANCO 260 -712,39",-712.39,"December 11, 2023",saída,outros,-712.39,0,
"RSCSS-MERCEARIA S-10/12 -36,96",-36.96,"December 11, 2023",saída,supermercado,-36.96,0,
"REND PAGO APLIC AUT MAIS 14,64",14.64,"December 11, 2023",entrada,rendimento,0,14.64,
"RSCSS-SUPERMERCAD-08/12 -35,24",-35.24,"December 8, 2023",saída,supermercado,-35.24,0,
"REND PAGO APLIC AUT MAIS 0,65",0.65,"December 8, 2023",entrada,rendimento,0,0.65,
"RSHOP-FEIRA DO MA-07/12 -73,45",-73.45,"December 7, 2023",saída,supermercado,-73.45,0,
"RSCSS-SUPERMERCAD-07/12 -91,20",-91.2,"December 7, 2023",saída,supermercado,-91.2,0,
"REND PAGO APLIC AUT MAIS 3,02",3.02,"December 7, 2023",entrada,rendimento,0,3.02,
"RSCSS-MERCEARIA S-06/12 -55,50",-55.5,"December 6, 2023",saída,supermercado,-55.5,0,
"REND PAGO APLIC AUT MAIS 1,01",1.01,"December 6, 2023",entrada,rendimento,0,1.01,
"RSCSS-MP *COZINHA-03/12 -74,00",-74,"December 4, 2023",saída,supermercado,-74,0,
"RSCSS-PAG*Masende-04/12 -25,00",-25,"December 4, 2023",saída,supermercado,-25,0,
"RSCSS-SUPERMERCAD-02/12 -33,09",-33.09,"December 4, 2023",saída,supermercado,-33.09,0,
"RSCSS-MERCEARIA S-02/12 -39,58",-39.58,"December 4, 2023",saída,supermercado,-39.58,0,
"RSCSS-SUPERMERCAD-04/12 -12,24",-12.24,"December 4, 2023",saída,supermercado,-12.24,0,
"RSCSS-NOVA ERA AG-02/12 -33,80",-33.8,"December 4, 2023",saída,lanche,-33.8,0,
"REND PAGO APLIC AUT MAIS 3,92",3.92,"December 4, 2023",entrada,rendimento,0,3.92,
"INT SIMPLES NACIONA 0708 -71,00",-71,"November 30, 2023",saída,outros,-71,0,
"INT SIMPLES NACIONA 0708 -73,34",-73.34,"November 30, 2023",saída,outros,-73.34,0,
"INT SIMPLES NACIONA 0708 -80,84",-80.84,"November 30, 2023",saída,outros,-80.84,0,
"PIX TRANSF Pollyan30/11 -300,00",-300,"November 30, 2023",saída,educação,-300,0,
"INT SIMPLES NACIONA 0708 -71,00",-71,"November 30, 2023",saída,outros,-71,0,
"RSCSS-SUPERMERCAD-30/11 -29,71",-29.71,"November 30, 2023",saída,supermercado,-29.71,0,
"REND PAGO APLIC AUT APR 11,89",11.89,"November 30, 2023",entrada,rendimento,0,11.89,
"RSCSS-SUPERMERCAD-28/11 -130,72",-130.72,"November 28, 2023",saída,supermercado,-130.72,0,
"REND PAGO APLIC AUT MAIS 2,58",2.58,"November 28, 2023",entrada,rendimento,0,2.58,
"RSCSS-SUPERMERCAD-25/11 -20,47",-20.47,"November 27, 2023",saída,supermercado,-20.47,0,
"RSCSS-PADARIA DO -25/11 -25,00",-25,"November 27, 2023",saída,lanche,-25,0,
"RSCSS-SUPERMERCAD-27/11 -99,21",-99.21,"November 27, 2023",saída,supermercado,-99.21,0,
"REND PAGO APLIC AUT MAIS 2,84",2.84,"November 27, 2023",entrada,rendimento,0,2.84,
"RSCSS-FEIRA DO MA-22/11 -20,00",-20,"November 22, 2023",saída,supermercado,-20,0,
"RSCCS-SUPERMERCAD-22/11 -275,39",-275.39,"November 22, 2023",saída,supermercado,-275.39,0,
"RSCSS-NOVA ERA AG-22/11 -33,80",-33.8,"November 22, 2023",saída,supermercado,-33.8,0,
"RSCSS-SUPERMERCAD-22/11 -25,82",-25.82,"November 22, 2023",saída,supermercado,-25.82,0,
"REND PAGO APLIC AUT MAIS 6,85",6.85,"November 22, 2023",entrada,rendimento,0,6.85,
"PIX QRS CLARO21/11 -202,40",-202.4,"November 21, 2023",saída,contas,-202.4,0,
"PIX TRANSF CHRISTI21/11 -200,00",-200,"November 21, 2023",saída,outros,-200,0,
"RSCSS-SUPERMERCAD-21/11 -67,58",-67.58,"November 21, 2023",saída,supermercado,-67.58,0,
"REND PAGO APLIC AUT MAIS 9,02",9.02,"November 21, 2023",entrada,rendimento,0,9.02,
"RSCSS-MP *LADEIRA-18/11 -48,00",-48,"November 20, 2023",saída,lanche,-48,0,
"INT CEMIG DISTRIBUICA 01 -162,83",-162.83,"November 20, 2023",saída,contas,-162.83,0,
"RSCSS-SUPERMERCAD-20/11 -142,83",-142.83,"November 20, 2023",saída,supermercado,-142.83,0,
"RSCSS-PIZZARIA E -19/11 -34,00",-34,"November 20, 2023",saída,lazer,-34,0,
"RSHOP-MERCEARIA S-20/11 -21,90",-21.9,"November 20, 2023",saída,supermercado,-21.9,0,
"INT COPASA 0123702101937 -67,58",-67.58,"November 20, 2023",saída,contas,-67.58,0,
"RSHOP-MERCEARIA S-19/11 -23,60",-23.6,"November 20, 2023",saída,supermercado,-23.6,0,
"MOBILEPAG TIT BANCO 001 -101,64",-101.64,"November 20, 2023",saída,contas,-101.64,0,
"REND PAGO APLIC AUT MAIS 11,50",11.5,"November 20, 2023",entrada,rendimento,0,11.5,
"RSCSS-MERCEARIA S-17/11 -13,26",-13.26,"November 17, 2023",saída,supermercado,-13.26,0,
"REND PAGO APLIC AUT MAIS 0,25",0.25,"November 17, 2023",entrada,rendimento,0,0.25,
"RSHOP-MERCEARIA S-15/11 -46,06",-46.06,"November 16, 2023",saída,supermercado,-46.06,0,
"RSCSS-SUPERMERCAD-15/11 -108,77",-108.77,"November 16, 2023",saída,supermercado,-108.77,0,
"RSCSS-SUPERMERCAD-16/11 -33,99",-33.99,"November 16, 2023",saída,supermercado,-33.99,0,
"RSCSS-SUPERMERCAD-16/11 -7,07",-7.07,"November 16, 2023",saída,supermercado,-7.07,0,
"REND PAGO APLIC AUT MAIS 3,70",3.7,"November 16, 2023",entrada,rendimento,0,3.7,
"PIX TRANSF LEILA L14/11 -1.480,00",-1480,"November 14, 2023",saída,outros,-1480,0,
"RSCSS-MP *LADEIRA-14/11 -14,00",-14,"November 14, 2023",saída,almoço,-14,0,
"PIX TRANSF Carlos 14/11 -300,00",-300,"November 14, 2023",saída,outros,-300,0,
"REND PAGO APLIC AUT MAIS 38,58",38.58,"November 14, 2023",entrada,rendimento,0,38.58,
"PIX QRS TUANY DUTRA11/11 -120,00",-120,"November 13, 2023",saída,lazer,-120,0,
"RSHOP-MP *LADEIRA-11/11 -25,00",-25,"November 13, 2023",saída,almoço,-25,0,
"RSHOP-NOVA ERA AG-13/11 -16,90",-16.9,"November 13, 2023",saída,lanche,-16.9,0,
"RSHOP-EDILCE DAS -11/11 -16,05",-16.05,"November 13, 2023",saída,supermercado,-16.05,0,
"RSHOP-SUPERMERCAD-13/11 -15,64",-15.64,"November 13, 2023",saída,supermercado,-15.64,0,
"RSCSS-MP *LADEIRA-13/11 -25,00",-25,"November 13, 2023",saída,almoço,-25,0,
"REND PAGO APLIC AUT MAIS 5,39",5.39,"November 13, 2023",entrada,rendimento,0,5.39,
"RSHOP-SUPERMERCAD-10/11 -45,37",-45.37,"November 10, 2023",saída,supermercado,-45.37,0,
"MOBILEPAG TIT BANCO 260 -127,68",-127.68,"November 10, 2023",saída,contas,-127.68,0,
"REND PAGO APLIC AUT MAIS 4,25",4.25,"November 10, 2023",entrada,rendimento,0,4.25,
"TAR 2A VIA-CARTAO DEBITO -8,80",-8.8,"November 7, 2023",saída,lanche,-8.8,0,
"PIX QRS ELESSANDRA 07/11 -100,00",-100,"November 7, 2023",saída,saúde,-100,0,
"REND PAGO APLIC AUT MAIS 2,64",2.64,"November 7, 2023",entrada,rendimento,0,2.64,
"PIX QRS TUNA PAGAME04/11 -14,00",-14,"November 6, 2023",saída,lanche,-14,0,
"PIX TRANSF ECONOMI06/11 -64,90",-64.9,"November 6, 2023",saída,contas,-64.9,0,
"REND PAGO APLIC AUT MAIS 1,90",1.9,"November 6, 2023",entrada,rendimento,0,1.9,
"PIX TRANSF Pollyan02/11 -225,00",-225,"November 3, 2023",saída,educação,-225,0,
"PIX TRANSF Maria R02/11 -24,00",-24,"November 3, 2023",saída,lanche,-24,0,
"REND PAGO APLIC AUT MAIS 5,98",5.98,"November 3, 2023",entrada,rendimento,0,5.98,
